cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
216_7,1,2,1,1,2,2,0,1,2,1
216_6,1,2,1,1,2,2,0,1,2,1
216_3,1,2,1,1,1,2,0,1,0,2
216_1,1,2,1,1,1,2,0,1,0,2
216_10,1,1,1,1,0,2,2,1,2,2
216_9,1,1,1,1,0,2,2,1,2,2
216_8,1,1,1,1,0,2,2,1,2,2
216_14,1,1,1,1,1,2,2,1,0,2
216_13,1,1,1,1,1,2,2,1,0,2
216_12,1,1,1,1,1,2,2,1,0,2
216_11,1,1,1,1,1,2,2,1,0,2
216_42,1,1,1,0,0,0,2,2,1,0
216_41,1,1,1,0,0,0,2,2,1,0
216_40,1,1,1,0,0,0,2,2,0,0
216_39,1,1,1,0,0,0,2,2,0,1
216_46,1,0,1,0,0,0,2,2,1,2
216_45,1,0,1,0,0,0,2,2,1,2
216_44,1,0,1,2,0,2,2,2,1,2
216_43,1,0,1,2,0,2,2,2,1,2
216_36,1,1,1,0,1,1,2,2,2,0
216_35,1,1,1,1,1,1,2,2,2,0
216_32,1,1,1,0,0,1,2,1,2,1
216_31,1,1,1,0,2,1,2,1,2,1
216_26,1,1,0,0,2,1,2,1,1,1
216_27,2,1,2,0,2,0,2,1,1,1
216_30,2,1,2,1,0,0,2,1,1,1
216_29,2,1,2,1,0,0,2,1,1,1
216_22,0,0,2,1,1,0,2,1,0,1
216_21,0,0,2,1,1,0,2,1,0,1
216_20,0,1,0,1,1,0,2,1,0,1
216_19,0,1,0,1,1,0,2,1,0,1
216_18,0,0,0,1,0,1,2,1,2,1
216_16,0,1,0,1,0,1,2,1,0,1
216_15,0,1,0,1,0,1,2,1,0,1
