sigma: 22.470982031241125
216_4 386.0 236.0
216_3 400.0 242.0
216_6 388.0 210.0
216_5 402.0 228.0
216_2 371.0 246.0
216_1 361.0 268.0
216_12 341.0 302.0
216_14 338.0 262.0
216_13 346.0 268.0
216_15 330.0 254.0
216_11 379.0 261.0
216_10 373.0 283.0
216_8 374.0 305.0
216_7 386.0 317.0
181_9 376.2676288226947 275.73667736185183
214_7 377.57869081144804 294.04268355759996
127_3 377.51641130742297 293.6208313483395
213_12 343.2261694424801 276.162667813092
177_9 343.26261945414615 276.5057431236803
130_5 364.8732635148107 261.0606972373826
80_2 365.03457187575276 261.03037903777926
183_6 388.9680941145136 234.50212127506816
185_5 388.94614457022067 234.73023153781358
141_3 388.89888739674933 234.6799574908522
178_1 365.9715274090462 257.13120877711856
88_1 365.2728284753747 260.7508197828376
35_1 365.1537700284981 260.89044664994566
