Angle,isLeaf
55.61965527615513,False
166.5289880377534,False
128.71750791183865,False
134.38394009160078,True
145.4914770123316,True
19.21267181718563,False
2.7182332018389608,True
85.91438322002513,True
178.84848110603625,False
147.52880770915152,True
175.52149556078976,True
135.24590312327072,True
130.28648583761537,False
136.71679821128987,False
147.51132349257094,True
155.5960283111484,True
135.72217746154485,False
161.70722403543496,False
157.83365417791757,True
107.05331476870091,False
152.10272896905238,True
169.14358665193777,True
115.84438755456033,False
147.43135093370282,False
177.27368900609375,True
84.66489425934424,True
107.10272896905238,False
151.26020470831193,True
68.94550238168331,True
97.41526604188748,False
148.28486648490218,False
69.8293465881496,False
157.56962019665843,True
149.03624346792648,True
125.93349726018384,False
127.54570118725155,True
122.26980197958073,True
25.22877938340838,False
114.74674821262613,True
79.45193458185787,False
117.25532837494308,True
161.565051177078,True
135.0,False
166.6286680301081,False
117.37770277133174,False
141.431645426444,True
145.6086727615277,False
108.43494882292201,True
154.13364320590549,True
100.00797980144135,False
35.537677791974374,True
112.07246969716267,True
100.12086538558923,False
121.8441573810349,False
110.77225468204583,False
150.80251395393555,True
132.1844433157888,True
160.51669859178057,False
136.38035407344444,True
161.565051177078,False
113.02920215418841,False
92.9737310824801,True
125.01817071226685,True
131.56838340738955,True
35.053995057582696,False
147.89374404488217,False
81.49129668372967,True
178.3028438103997,False
98.7073702715204,True
177.61405596961117,True
20.1196331408183,False
13.123846339979371,False
103.45161294722129,True
160.01689347810003,True
30.499833233447433,False
147.2647737278924,True
132.90109406679645,True
101.5751888173962,False
68.1041210534791,False
36.32682595212023,False
114.87415391412763,True
160.23283132320836,False
151.0735741647464,True
134.48383577023517,True
153.434948822922,False
107.96913974015703,False
164.74488129694222,False
154.74683660542613,True
144.24611274556324,True
77.27564431457762,False
146.30993247402023,True
119.41559883309554,True
89.56921278299137,False
117.49660777515548,True
64.32750803845039,False
149.03624346792648,True
83.08877288097533,False
144.60520415501293,False
88.63607246839712,True
123.46537934635526,True
167.10625595511783,False
108.86899945506141,True
71.56505117707799,False
138.62148470411734,True
168.69006752597977,True
79.2097990024858,False
129.26907479113484,False
126.7565530271057,False
162.34987578006988,True
74.04384028565636,False
133.15238973400537,False
157.38013505195957,True
58.392497753751115,False
147.652556500558,True
