sigma: 22.470982031241125
216_8 282.0 250.0
216_7 308.0 278.0
216_9 260.0 274.0
216_3 277.0 225.0
216_6 301.0 225.0
216_5 317.0 264.0
216_2 287.0 339.0
177_6 263.97734837995415 262.8732280705476
126_3 305.2396348736905 333.1667189916018
180_8 288.5070534095392 300.95456894698816
127_5 282.597946530521 255.9333240632099
69_3 303.71840297620037 243.5717096300229
19_1 268.5007975372649 308.99629168931875
