216_6,94.0,220.0
216_5,103.0,235.0
216_8,116.0,193.0
216_7,81.0,237.0
216_4,102.0,207.0
216_3,50.0,259.0
216_2,92.0,237.0
216_1,97.0,254.0
216_12,158.0,250.0
216_10,192.0,293.0
216_9,179.0,317.0
216_16,187.0,157.0
216_15,177.0,172.0
216_14,115.0,215.0
216_13,129.0,231.0
216_34,149.0,208.0
216_33,135.0,221.0
216_36,166.0,207.0
216_35,159.0,228.0
216_44,201.0,227.0
216_43,204.0,253.0
216_46,188.0,188.0
216_45,202.0,217.0
216_20,183.0,282.0
216_19,174.0,294.0
216_18,158.0,299.0
216_17,168.0,327.0
216_24,120.0,239.0
216_23,157.0,264.0
216_22,108.0,250.0
216_21,128.0,275.0
216_32,169.0,225.0
216_31,189.0,238.0
216_30,156.0,238.0
216_29,135.0,243.0
216_28,171.0,271.0
216_27,147.0,276.0
216_26,128.0,291.0
216_25,144.0,289.0
