sigma: 22.470982031241125
216_14 250.0 232.0
216_13 232.0 233.0
216_15 189.0 230.0
216_20 205.0 196.0
216_19 172.0 199.0
216_18 128.0 218.0
216_17 135.0 232.0
216_12 159.0 214.0
216_11 168.0 231.0
216_10 233.0 248.0
216_9 223.0 279.0
216_2 160.0 290.0
216_1 168.0 313.0
216_4 177.0 278.0
216_3 184.0 303.0
216_6 198.0 283.0
216_5 196.0 311.0
216_8 206.0 254.0
216_7 177.0 265.0
201_4 191.7055486394294 269.579502986902
210_4 196.21448448089882 292.93939932859877
157_2 191.7091918283871 269.75500683049677
205_2 180.5184690105083 287.29401190622184
210_1 164.69706672773538 299.3359963895747
162_1 180.91953309300547 249.11105357842362
108_1 180.97378203436236 248.81429397537678
174_5 222.44854130383112 260.61887849070064
174_6 184.65254179036 240.88791413775607
119_3 184.85897409944351 241.0673011469819
62_1 180.97910601729853 248.42214657329313
175_11 145.66479962444473 231.47451696962725
175_12 186.59697005279924 209.98260559283028
119_5 180.7699129063466 247.47852990506934
188_9 237.85972532449838 232.7933299793158
125_5 206.7406444458282 235.6850871222863
62_2 180.92995180698267 247.7508920948095
20_1 180.9545757512769 248.08646648318668
