20_1,195.0,243.0
62_2,208.0,232.0
125_5,222.0,241.0
188_9,250.0,238.0
216_14,250.0,232.0
216_13,232.0,233.0
216_15,189.0,230.0
119_5,177.0,234.0
175_12,189.0,207.0
216_20,205.0,196.0
216_19,172.0,199.0
175_11,142.0,243.0
216_18,128.0,218.0
216_17,135.0,232.0
62_1,189.0,265.0
119_3,200.0,254.0
174_6,166.0,228.0
216_12,159.0,214.0
216_11,168.0,231.0
174_5,239.0,267.0
216_10,233.0,248.0
216_9,223.0,279.0
108_1,186.0,282.0
162_1,177.0,298.0
210_1,162.0,303.0
216_2,160.0,290.0
216_1,168.0,313.0
205_2,184.0,285.0
216_4,177.0,278.0
216_3,184.0,303.0
157_2,208.0,272.0
210_4,201.0,294.0
216_6,198.0,283.0
216_5,196.0,311.0
201_4,192.0,251.0
216_8,206.0,254.0
216_7,177.0,265.0
