cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
I0,0,0,0,0,0,0,0,0,0,0
I1,2,2,1,2,0,1,1,2,0,2
216_20,2,2,1,2,1,1,1,2,0,2
216_17,2,2,1,2,0,1,1,2,2,2
I2,1,0,0,0,0,0,0,0,2,0
I3,1,0,0,2,0,0,0,1,2,0
I4,1,0,0,2,2,2,0,1,2,1
I5,1,0,0,2,2,2,0,1,2,1
216_2,1,0,0,2,2,2,0,1,2,1
216_1,1,0,0,2,2,2,0,1,2,1
I6,1,0,0,2,2,2,0,1,2,1
216_4,1,1,0,2,2,2,0,1,2,1
216_3,1,2,0,2,2,2,1,1,2,1
I7,1,2,0,2,1,0,0,1,2,0
I8,1,2,0,2,1,0,0,1,2,1
216_8,1,2,0,2,1,0,1,1,2,1
216_7,1,2,0,2,1,2,0,1,2,1
I9,1,2,0,2,1,0,0,1,2,0
216_6,1,2,0,2,1,1,0,1,2,0
216_5,1,2,0,2,1,0,0,1,2,2
I10,1,0,1,0,0,0,0,0,2,0
I11,1,0,1,2,0,0,2,1,2,0
I12,1,0,1,2,0,0,2,1,2,1
216_10,1,0,1,2,0,0,2,1,2,1
216_9,1,0,1,2,0,0,2,1,2,1
I13,1,0,1,2,0,0,2,1,2,0
216_12,1,0,1,2,0,0,2,1,2,0
216_11,1,0,1,2,0,1,2,1,2,2
I14,1,2,1,0,0,0,0,0,2,1
I15,1,2,1,0,0,0,0,0,2,1
216_16,1,2,1,0,0,0,0,0,2,1
216_15,1,2,1,2,0,0,2,0,2,1
I16,1,2,1,1,0,2,0,0,2,1
216_14,1,2,1,1,0,2,0,0,2,1
216_13,1,2,1,1,0,2,2,2,2,1
Evolve tree: [&R] (((((216_13:0.192,216_14:0.192)I16:0.24,(216_15:0.17400000000000002,216_16:0.17400000000000002)I15:0.258)I14:0.234,((216_11:0.138,216_12:0.138)I13:0.222,(216_9:0.10200000000000001,216_10:0.10200000000000001)I12:0.258)I11:0.306)I10:0.27,(((216_5:0.18,216_6:0.18)I9:0.216,(216_7:0.162,216_8:0.162)I8:0.234)I7:0.264,((216_3:0.12,216_4:0.12)I6:0.228,(216_1:0.114,216_2:0.114)I5:0.234)I4:0.312)I3:0.276)I2:0.336,(216_17:0.5700000000000001,216_20:0.5700000000000001)I1:0.7020000000000001)I0:0.018000000000000002;
