10_1,204.0,388.0
216_2,179.0,449.0
67_2,203.0,410.0
116_5,191.0,394.0
204_13,208.0,412.0
216_14,222.0,392.0
216_13,212.0,428.0
161_8,188.0,395.0
207_16,171.0,429.0
216_16,177.0,432.0
216_15,164.0,440.0
202_15,199.0,389.0
216_18,214.0,378.0
216_17,186.0,398.0
112_3,209.0,416.0
160_6,191.0,419.0
206_11,175.0,408.0
216_11,170.0,404.0
216_10,174.0,417.0
198_9,173.0,440.0
216_9,186.0,439.0
216_8,179.0,465.0
155_5,219.0,425.0
196_5,200.0,434.0
216_5,198.0,434.0
216_4,194.0,453.0
194_5,216.0,411.0
216_7,232.0,397.0
216_6,209.0,446.0
